price_per_m2,area (m2),category,direction,floor_num,toilet_num,livingroom_num,bedroom_num,liability,district,city_province,street (m)
1.32E8,37.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Nha Trang,Khánh Hòa,-1.0
2.47E7,70.7,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Nha Trang,Khánh Hòa,-1.0
500000.0,350.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Phú Riềng,Bình Phước,-1.0
6.0E7,60.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận 12,TP. Hồ Chí Minh,-1.0
7900000.0,120.0,Bán đất nền dự án,Không xác định,-1,-1,-1,-1,Không xác định,Huyện Hóc Môn,TP. Hồ Chí Minh,-1.0
1.98E8,136.0,Bán nhà phố dự án,Không xác định,-1,-1,-1,-1,Sổ hồng,Văn Giang,Hưng Yên,-1.0
2.91E7,60.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Biên Hòa,Đồng Nai,-1.0
8.73E7,126.0,Bán nhà phố dự án,Đông Bắc,5,4,2,6,Sổ hồng,TP. Thanh Hóa,Thanh Hóa,85.0
5.96E7,161.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận Tân Phú,TP. Hồ Chí Minh,-1.0
3.56E8,167.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận Phú Nhuận,TP. Hồ Chí Minh,-1.0
3491.0,1017.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Long Thành,Đồng Nai,-1.0
3.07E7,133.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Huyện Nhà Bè,TP. Hồ Chí Minh,-1.0
2.25E7,266.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Kiến An,TP. Hải Phòng,-1.0
6.11E7,121.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Quận Tân Phú,TP. Hồ Chí Minh,-1.0
4.51E7,45.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Hạ Long,Quảng Ninh,-1.0
2.1E7,100.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Huyện Củ Chi,TP. Hồ Chí Minh,-1.0
4.54E8,33.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Cầu Giấy,Hà Nội,-1.0
2.22E8,40.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Cầu Giấy,Hà Nội,-1.0
2.0E8,250.0,Bán biệt thự,Không xác định,-1,-1,-1,-1,Không xác định,Hạ Long,Quảng Ninh,-1.0
4.36E7,87.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Vũng Tàu,Bà Rịa - Vũng Tàu,-1.0
7.65E7,640.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Liên Chiểu,TP. Đà Nẵng,-1.0
8100000.0,2321.0,"Bán đất nông, lâm nghiệp",Không xác định,-1,-1,-1,-1,Giấy đỏ,Quận 8,TP. Hồ Chí Minh,-1.0
1.58E8,112.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận Tân Phú,TP. Hồ Chí Minh,-1.0
1.06E7,160.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Phú Mỹ,Bà Rịa - Vũng Tàu,-1.0
4.09E7,305.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận 9,TP. Hồ Chí Minh,-1.0
8.73E7,2862.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Ngũ Hành Sơn,TP. Đà Nẵng,-1.0
6.33E7,120.0,Bán nhà phố dự án,Đông Nam,1,3,1,3,Hợp đồng,Phan Thiết,Bình Thuận,25.0
4.75E7,242.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận Bình Tân,TP. Hồ Chí Minh,-1.0
3300000.0,6000.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Buôn Ma Thuột,Đắk Lắk,-1.0
1.23E8,315.0,Bán biệt thự,Không xác định,2,5,2,3,Sổ hồng,Vũng Tàu,Bà Rịa - Vũng Tàu,12.5
710000.0,76.0,Bán căn hộ chung cư,Không xác định,-1,2,2,2,Sổ hồng,Hải Châu,TP. Đà Nẵng,-1.0
7.09E7,43.0,Bán căn hộ chung cư,Tây Bắc,-1,1,1,1,Sổ hồng,Nam Từ Liêm,Hà Nội,-1.0
4.33E7,1431.0,Bán biệt thự,Không xác định,-1,-1,-1,-1,Không xác định,Bến Lức,Long An,-1.0
7.04E7,43.0,Bán nhà riêng,Tây Bắc,-1,1,1,1,Sổ hồng,Nam Từ Liêm,Hà Nội,-1.0
1.46E7,89.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Đà Lạt,Lâm Đồng,-1.0
1.07E7,70.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Biên Hòa,Đồng Nai,-1.0
7800000.0,120.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Sa Đéc,Đồng Tháp,-1.0
2.94E7,56.0,Bán căn hộ chung cư,Đông Nam,-1,1,1,2,Hợp đồng,Dĩ An,Bình Dương,17.5
3.33E7,84.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Biên Hòa,Đồng Nai,-1.0
2.02E8,44.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận 10,TP. Hồ Chí Minh,-1.0
7200000.0,360.0,Bán nhà phố dự án,Không xác định,-1,-1,-1,-1,Không xác định,Phan Rang - Tháp Chàm,Ninh Thuận,-1.0
249.0,40.2,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Sơn Trà,TP. Đà Nẵng,-1.0
2.0E8,24.0,Bán nhà riêng,Đông Bắc,1,1,1,1,Sổ hồng,Quận 3,TP. Hồ Chí Minh,4.0
450000.0,1000.0,"Bán đất nông, lâm nghiệp",Không xác định,-1,-1,-1,-1,Không xác định,Đức Huệ,Long An,-1.0
3.51E7,29.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Biên Hòa,Đồng Nai,-1.0
3.5E7,100.0,Bán đất nền dự án,Không xác định,-1,-1,-1,-1,Không xác định,Long Thành,Đồng Nai,-1.0
1.81E7,110.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Đức Hòa,Long An,-1.0
5.55E7,90.0,Bán căn hộ chung cư,Không xác định,-1,2,1,3,Hợp đồng,Huyện Nhà Bè,TP. Hồ Chí Minh,40.0
1.66E8,30.0,Bán nhà riêng,Không xác định,4,3,-1,3,Sổ hồng,Quận 5,TP. Hồ Chí Minh,-1.0
1.04E8,58.9,Bán nhà riêng,Không xác định,2,1,1,2,Sổ hồng,Quận 4,TP. Hồ Chí Minh,-1.0
1.21E8,60.0,Bán nhà riêng,Không xác định,4,5,1,4,Sổ hồng,Quận 7,TP. Hồ Chí Minh,-1.0
2.07E8,40.0,Bán nhà riêng,Không xác định,5,4,1,3,Sổ hồng,Quận 10,TP. Hồ Chí Minh,-1.0
5.38E7,1226.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận 12,TP. Hồ Chí Minh,-1.0
1.76E8,48.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận 10,TP. Hồ Chí Minh,-1.0
1.61E8,60.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Giấy tờ hợp lệ,Quận Tân Bình,TP. Hồ Chí Minh,-1.0
2700000.0,1061.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,La Gi,Bình Thuận,-1.0
6.66E7,120.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Cam Ranh,Khánh Hòa,-1.0
3800000.0,222.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,La Gi,Bình Thuận,-1.0
1.43E8,52.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận Tân Phú,TP. Hồ Chí Minh,-1.0
3.23E8,68.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Cầu Giấy,Hà Nội,-1.0
505000.0,53.0,Bán căn hộ chung cư,Không xác định,-1,2,1,2,Sổ hồng,Bến Lức,Long An,-1.0
2.02E7,100.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Biên Hòa,Đồng Nai,-1.0
1.85E7,72.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Bình Thủy,TP. Cần Thơ,-1.0
4.5E7,80.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Sổ hồng,Huyện Hóc Môn,TP. Hồ Chí Minh,10.0
6.57E7,54.0,Bán nhà riêng,Không xác định,-1,1,1,2,Sổ hồng,Nam Từ Liêm,Hà Nội,-1.0
5.13E7,36.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Hạ Long,Quảng Ninh,-1.0
4.28E7,70.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Cái Răng,TP. Cần Thơ,-1.0
6300000.0,252.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Đức Hòa,Long An,-1.0
1500000.0,8800.0,"Bán đất nông, lâm nghiệp",Không xác định,-1,-1,-1,-1,Không xác định,Cần Đước,Long An,-1.0
9.33E7,60.0,Bán nhà phố dự án,Không xác định,4,5,2,4,Sổ hồng,Quận 12,TP. Hồ Chí Minh,17.5
2.77E8,63.0,Bán nhà phố dự án,Không xác định,-1,-1,-1,-1,Không xác định,Đông Anh,Hà Nội,-1.0
1.4E8,33.0,Bán nhà riêng,Không xác định,5,3,1,4,Sổ hồng,Quận Tân Phú,TP. Hồ Chí Minh,4.0
2.68E8,125.0,Bán nhà hàng - Khách sạn,Không xác định,5,12,12,12,Giấy tờ hợp lệ,Hội An,Quảng Nam,12.5
6.59E7,95.6,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Sơn Trà,TP. Đà Nẵng,-1.0
1.66E8,75.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận Phú Nhuận,TP. Hồ Chí Minh,-1.0
3.45E7,55.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,TP. Bắc Giang,Bắc Giang,-1.0
6.76E7,355.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Huyện Nhà Bè,TP. Hồ Chí Minh,-1.0
1.16E8,97.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Huyện Nhà Bè,TP. Hồ Chí Minh,-1.0
7600000.0,102.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Bến Lức,Long An,-1.0
2.84E7,102.0,Bán nhà phố dự án,Không xác định,-1,-1,-1,-1,Không xác định,Bến Lức,Long An,-1.0
4.59E7,37.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Hạ Long,Quảng Ninh,-1.0
3.56E7,250.0,Bán biệt thự,Không xác định,-1,-1,-1,-1,Không xác định,Hội An,Quảng Nam,-1.0
90909.0,110.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Đức Hòa,Long An,-1.0
1.54E8,22.0,Bán nhà riêng,Không xác định,4,2,1,2,Sổ hồng,Quận Tân Bình,TP. Hồ Chí Minh,8.0
1.09E8,11.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Long Khánh,Đồng Nai,-1.0
5.68E7,158.0,Bán nhà phố dự án,Không xác định,-1,-1,-1,-1,Không xác định,Quận 9,TP. Hồ Chí Minh,-1.0
1.03E7,111.0,Bán đất thổ cư,Đông Nam,-1,-1,-1,-1,Sổ hồng,Tiền Hải,Thái Bình,7.0
1.0E7,100.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Sổ hồng,Phú Giáo,Bình Dương,12.5
1.9E7,200.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Cần Đước,Long An,-1.0
700000.0,90.0,Bán đất nền dự án,Không xác định,-1,-1,-1,-1,Không xác định,Mỹ Hào,Hưng Yên,-1.0
3.66E8,65.4,Bán nhà phố dự án,Tây Bắc,4,7,-1,5,Sổ hồng,Quận 3,TP. Hồ Chí Minh,25.0
3.14E8,223.42,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Quận 2,TP. Hồ Chí Minh,-1.0
1.92E7,192.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Cần Đước,Long An,-1.0
1.89E8,950.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Bình Thạnh,TP. Hồ Chí Minh,-1.0
6600000.0,70.74,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Cái Răng,TP. Cần Thơ,-1.0
4700000.0,190.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Bàu Bàng,Bình Dương,-1.0
4.22E8,154.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận 2,TP. Hồ Chí Minh,-1.0
3.76E8,140.7,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận 3,TP. Hồ Chí Minh,-1.0
1.45E8,125.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Sổ hồng,Quận 7,TP. Hồ Chí Minh,-1.0
1.86E8,80.0,"Bán căn hộ Mini, Dịch vụ",Không xác định,-1,-1,-1,-1,Không xác định,Quận 7,TP. Hồ Chí Minh,-1.0
1.63E8,85.0,Bán nhà riêng,Không xác định,4,4,-1,4,Sổ hồng,Quận 7,TP. Hồ Chí Minh,-1.0
2.98E8,156.0,Bán nhà riêng,Không xác định,3,-1,-1,-1,Sổ hồng,Quận 7,TP. Hồ Chí Minh,-1.0
975000.0,200.0,Bán nhà phố dự án,Không xác định,-1,-1,-1,-1,Không xác định,Chơn Thành,Bình Phước,-1.0
4.29E7,163.0,Bán nhà riêng,Không xác định,1,1,1,2,Sổ hồng,Quận 9,TP. Hồ Chí Minh,4.0
2.42499994E9,77.0,Bán căn hộ chung cư,Tây Nam,4,2,1,3,Giấy tờ hợp lệ,Quận Gò Vấp,TP. Hồ Chí Minh,8.0
1.62E8,307.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Sơn Trà,TP. Đà Nẵng,-1.0
1.07E8,40.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận Gò Vấp,TP. Hồ Chí Minh,-1.0
1.36E8,27.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận Gò Vấp,TP. Hồ Chí Minh,-1.0
5.47E8,42.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận 1,TP. Hồ Chí Minh,-1.0
6.9E7,500.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Ngũ Hành Sơn,TP. Đà Nẵng,-1.0
6.34E7,63.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Sơn Trà,TP. Đà Nẵng,-1.0
1.5E9,5.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận 7,TP. Hồ Chí Minh,-1.0
1.12E8,187.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,TP. Thanh Hóa,Thanh Hóa,-1.0
5.54E7,532.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Sơn Trà,TP. Đà Nẵng,-1.0
8.05E7,100.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Ngũ Hành Sơn,TP. Đà Nẵng,-1.0
9.52E7,63.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Đông Anh,Hà Nội,-1.0
1.23E8,92.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận Thủ Đức,TP. Hồ Chí Minh,-1.0
8.85E7,96.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận Bình Tân,TP. Hồ Chí Minh,-1.0
5.0E7,100.0,Bán nhà phố dự án,Không xác định,-1,-1,-1,-1,Không xác định,TP. Thanh Hóa,Thanh Hóa,-1.0
9900000.0,75.0,Bán đất nền dự án,Không xác định,-1,-1,-1,-1,Không xác định,Bàu Bàng,Bình Dương,-1.0
6100000.0,200.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Tuy Phong,Bình Thuận,-1.0
480000.0,100.0,Bán biệt thự,Tây Bắc,2,-1,-1,-1,Giấy tờ hợp lệ,Vũng Tàu,Bà Rịa - Vũng Tàu,12.5
1.53E7,39.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Phú Mỹ,Bà Rịa - Vũng Tàu,-1.0
1100000.0,540.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Bến Cát,Bình Dương,-1.0
1500000.0,250.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Chơn Thành,Bình Phước,-1.0
4.86E7,82.0,Bán căn hộ chung cư,Không xác định,-1,2,1,2,Sổ hồng,Hải Châu,TP. Đà Nẵng,40.0
2.05E7,32100.0,Bán nhà riêng,Đông Nam,28,266,1,266,Giấy đỏ,Hạ Long,Quảng Ninh,25.0
6.59E7,88.0,Bán nhà riêng,Không xác định,-1,-1,1,5,Sổ hồng,Quận 8,TP. Hồ Chí Minh,8.0
1.48E7,71.0,Bán nhà riêng,Đông Nam,1,2,1,2,Sổ hồng,Thành phố Trà Vinh,Trà Vinh,17.5
6100000.0,70.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Cái Răng,TP. Cần Thơ,-1.0
2.6E7,50.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Sổ hồng,Bến Lức,Long An,-1.0
1.42E8,116.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận 7,TP. Hồ Chí Minh,-1.0
1.59E8,74.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận 7,TP. Hồ Chí Minh,-1.0
6.66E7,120.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Quận Tân Phú,TP. Hồ Chí Minh,-1.0
2.08E8,50.3,Bán nhà riêng,Không xác định,2,1,1,2,Sổ hồng,Quận 4,TP. Hồ Chí Minh,-1.0
2.86E8,45.0,Bán nhà riêng,Không xác định,4,3,1,4,Sổ hồng,Quận 4,TP. Hồ Chí Minh,-1.0
1.08E8,60.0,Bán nhà riêng,Không xác định,4,-1,1,-1,Sổ hồng,Quận 4,TP. Hồ Chí Minh,-1.0
8.55E7,188.0,Bán nhà phố dự án,Không xác định,-1,-1,-1,-1,Không xác định,Quận Bình Tân,TP. Hồ Chí Minh,-1.0
1.69E8,31.2,Bán nhà riêng,Không xác định,5,3,1,5,Sổ hồng,Quận 4,TP. Hồ Chí Minh,-1.0
581000.0,86.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Quận Thủ Đức,TP. Hồ Chí Minh,-1.0
1.68E7,214.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Biên Hòa,Đồng Nai,-1.0
3.46E7,65.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Dĩ An,Bình Dương,-1.0
9.83E7,51.0,Bán nhà riêng,Không xác định,-1,-1,1,3,Sổ hồng,Quận 8,TP. Hồ Chí Minh,4.0
1.58E8,100.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận 11,TP. Hồ Chí Minh,-1.0
2.04E7,120.0,Bán đất nền dự án,Không xác định,-1,-1,-1,-1,Không xác định,Cần Giuộc,Long An,-1.0
4.13E7,58.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Thuận An,Bình Dương,-1.0
1.58E8,123.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Bình Thạnh,TP. Hồ Chí Minh,-1.0
4300000.0,556.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,La Gi,Bình Thuận,-1.0
7.75E7,60.0,Bán nhà riêng,Không xác định,2,3,1,4,Sổ hồng,Dĩ An,Bình Dương,12.5
3.17E8,205.0,Bán nhà phố dự án,Không xác định,4,4,1,4,Sổ hồng,Quận 1,TP. Hồ Chí Minh,-1.0
1.11E8,66.5,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận Tân Phú,TP. Hồ Chí Minh,-1.0
1.26E8,17.05,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận Bình Tân,TP. Hồ Chí Minh,-1.0
1.19E8,20.8,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận Bình Tân,TP. Hồ Chí Minh,-1.0
9.97E7,40.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận Bình Tân,TP. Hồ Chí Minh,-1.0
6100000.0,300.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Châu Thành,Bến Tre,-1.0
3.54E7,513.59,Bán biệt thự,Không xác định,-1,2,1,2,Không xác định,Cam Ranh,Khánh Hòa,-1.0
1.65E7,1000.0,Bán biệt thự,Không xác định,-1,-1,-1,-1,Không xác định,Thuận An,Bình Dương,-1.0
2.97E8,138.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận 10,TP. Hồ Chí Minh,-1.0
1.48E8,30.0,Bán nhà riêng,Không xác định,4,3,1,3,Sổ hồng,Quận Tân Bình,TP. Hồ Chí Minh,4.0
3.12E8,112.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận 3,TP. Hồ Chí Minh,-1.0
3.0E7,200.0,"Bán kho, nhà xưởng",Không xác định,-1,-1,-1,-1,Không xác định,Huyện Củ Chi,TP. Hồ Chí Minh,-1.0
1.89E8,950.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Bình Thạnh,TP. Hồ Chí Minh,-1.0
6.16E7,120.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Quận Tân Phú,TP. Hồ Chí Minh,-1.0
1400000.0,212.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Phú Giáo,Bình Dương,-1.0
4.5142E10,70.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Liên Chiểu,TP. Đà Nẵng,-1.0
5.24E7,76.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Hải Châu,TP. Đà Nẵng,-1.0
1.07E8,64.0,Bán nhà riêng,Không xác định,4,5,1,4,Sổ hồng,Quận Tân Phú,TP. Hồ Chí Minh,5.0
1.34E8,35.0,Bán nhà riêng,Không xác định,2,2,1,2,Sổ hồng,Quận Gò Vấp,TP. Hồ Chí Minh,6.0
4.03E7,114.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Huyện Bình Chánh,TP. Hồ Chí Minh,-1.0
6.48E7,259.0,Bán biệt thự,Đông,3,6,5,10,Sổ hồng,Sơn Trà,TP. Đà Nẵng,17.5
6.69E7,65.0,Bán căn hộ chung cư,Không xác định,-1,2,1,2,Sổ hồng,Sơn Trà,TP. Đà Nẵng,17.5
5553.0,76.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Hải Châu,TP. Đà Nẵng,-1.0
3.01E8,93.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận 7,TP. Hồ Chí Minh,-1.0
2.0E8,140.0,Bán nhà phố dự án,Tây Bắc,4,5,1,5,Sổ hồng,Quận 7,TP. Hồ Chí Minh,17.5
1.45E8,131.0,Bán nhà phố dự án,Đông Nam,1,1,1,2,Sổ hồng,Quận 7,TP. Hồ Chí Minh,12.5
1.08E7,476.0,Bán biệt thự,Đông,-1,2,1,3,Sổ hồng,Dương Minh Châu,Tây Ninh,12.5
4.37E7,80.0,Bán nhà riêng,Không xác định,2,4,1,4,Sổ hồng,Huyện Nhà Bè,TP. Hồ Chí Minh,4.0
1.98E8,119.0,Bán biệt thự,Tây,3,6,1,5,Sổ hồng,Quận 2,TP. Hồ Chí Minh,12.5
1.76E8,30.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Ba Đình,Hà Nội,-1.0
7900000.0,70.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Cái Răng,TP. Cần Thơ,-1.0
4.18E7,55.0,Bán căn hộ chung cư,Không xác định,-1,2,1,2,Giấy tờ hợp lệ,Thuận An,Bình Dương,-1.0
3.4E7,100.0,Bán đất nền dự án,Không xác định,-1,-1,-1,-1,Không xác định,Nha Trang,Khánh Hòa,-1.0
2.58E7,62.0,Bán căn hộ chung cư,Không xác định,-1,2,1,2,Hợp đồng,Quận 8,TP. Hồ Chí Minh,-1.0
710000.0,76.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Hải Châu,TP. Đà Nẵng,-1.0
8.18E7,51.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Đông Anh,Hà Nội,-1.0
625.0,56.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Biên Hòa,Đồng Nai,-1.0
3.57E7,70.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Cái Răng,TP. Cần Thơ,-1.0
4.98E7,136.5,Bán nhà phố dự án,Không xác định,-1,-1,-1,-1,Không xác định,Biên Hòa,Đồng Nai,-1.0
2.2E8,100.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Sơn Trà,TP. Đà Nẵng,-1.0
1.74E8,78.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận 10,TP. Hồ Chí Minh,-1.0
2.2E8,100.0,Bán nhà riêng,Không xác định,3,3,1,3,Giấy tờ hợp lệ,Sơn Trà,TP. Đà Nẵng,17.5
6.57E7,54.0,Bán nhà riêng,Tây Bắc,-1,1,1,2,Sổ hồng,Nam Từ Liêm,Hà Nội,-1.0
2.28E7,70.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Biên Hòa,Đồng Nai,-1.0
3.09E7,84.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Huyện Bình Chánh,TP. Hồ Chí Minh,-1.0
3.05E7,85.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Huyện Bình Chánh,TP. Hồ Chí Minh,-1.0
2.82E7,85.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Huyện Bình Chánh,TP. Hồ Chí Minh,-1.0
1.0E7,90.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Châu Thành,Tiền Giang,-1.0
1.92E8,62.5,Bán nhà riêng,Không xác định,5,5,1,3,Sổ hồng,Quận 12,TP. Hồ Chí Minh,40.0
6.13E7,88.0,Bán căn hộ chung cư,Không xác định,-1,2,1,2,Không xác định,Quận Tân Phú,TP. Hồ Chí Minh,-1.0
8.19E7,83.0,Bán nhà riêng,Không xác định,2,3,1,3,Sổ hồng,Quận 12,TP. Hồ Chí Minh,12.5
3.17E7,85.0,Bán căn hộ chung cư,Không xác định,-1,2,-1,2,Không xác định,Huyện Bình Chánh,TP. Hồ Chí Minh,-1.0
